ticker,date,open,high,low,close,volume
HHV,2025-10-09,15.6,15.75,15.45,15.6,9034200
HHV,2025-10-10,15.65,16.15,15.65,15.8,9211500
HHV,2025-10-13,15.5,15.9,15.45,15.75,10203500
HHV,2025-10-14,15.95,16.0,15.35,15.4,13220600
HHV,2025-10-15,15.4,15.5,15.25,15.35,11091400
HHV,2025-10-16,15.4,15.95,15.3,15.85,12691300
HHV,2025-10-17,15.95,16.3,15.7,15.7,14598000
HHV,2025-10-20,15.6,16.05,14.65,14.65,21209000
HHV,2025-10-21,14.7,15.1,14.1,14.8,14625900
HHV,2025-10-22,15.0,15.05,14.2,14.8,8754900
HHV,2025-10-23,14.8,15.2,14.65,14.65,6496500
HHV,2025-10-24,14.65,14.75,14.3,14.45,6215400
HHV,2025-10-27,14.65,14.75,14.35,14.45,4078700
HHV,2025-10-28,14.4,14.65,14.2,14.6,5815500
HHV,2025-10-29,14.85,15.1,14.8,14.9,6800400
HHV,2025-10-30,15.0,15.05,14.8,14.95,4467900
HHV,2025-10-31,15.0,15.3,14.75,14.8,5228100
HHV,2025-11-03,14.75,15.0,14.1,14.1,7728500
HHV,2025-11-04,14.15,14.55,13.5,14.4,13101300
HHV,2025-11-05,14.3,14.4,14.1,14.1,3355900
HHV,2025-11-06,14.2,14.5,14.1,14.25,4546900
HHV,2025-11-07,14.15,14.3,13.9,13.9,5279700
HHV,2025-11-10,13.6,13.75,13.2,13.2,11905100
HHV,2025-11-11,13.3,13.5,13.15,13.35,3571000
HHV,2025-11-12,13.55,13.7,13.4,13.65,4368100
HHV,2025-11-13,13.65,13.8,13.55,13.55,3691600
HHV,2025-11-14,13.6,13.8,13.55,13.6,4001200
HHV,2025-11-17,13.85,14.4,13.85,14.4,7515200
HHV,2025-11-18,14.4,14.45,14.15,14.3,4923800
HHV,2025-11-19,14.3,14.7,14.2,14.25,6847800
HHV,2025-11-20,14.3,14.4,14.1,14.2,2937400
HHV,2025-11-21,14.2,14.2,14.0,14.1,4216800
HHV,2025-11-24,14.15,14.3,14.05,14.05,2916200
HHV,2025-11-25,14.15,14.15,13.8,13.8,5221400
HHV,2025-11-26,13.8,14.2,13.8,14.15,3980900
HHV,2025-11-27,14.25,14.3,14.0,14.0,2560100
